#iID	s3DModel	sMaxImage	sAllImage	sMemberImage	sSmallImage	iFriendly	sNpcName	sIntroduction	iGenderType	iMartialType	sTitle	后日谈ID
100130	TL_pupil	B100130	100130	M100130	S100130	0	天龙教众	天龙教众，谁也不知道他们在想什么。	1	1	天龙教众	0
100131	Xiuluo_01	B100133	100133	M100133	S100133	0	销魂	修罗宫弟子	0	5	销魂蚀骨	0
100132	Xiuluo_02	B100133	100133	M100133	S100133	0	罗煞	修罗宫弟子	0	5	玉面罗煞	0
100133	Xiuluo_03	B100133	100133	M100133	S100133	0	修罗宫弟子	修罗宫弟子	0	5	修罗无情	0
100134	Etc_hsu1	B100134	100134	M100134	S100134	1	徐子易	此人号称无事不知。江湖上所有大小事情均逃不过他的掌握。着有武林通鉴，对于江湖人物的生平事迹有详细记载，并有其独到的见解与排名，极少出手，但武学造诣定然不差。精于茶道。	1	0	江湖百晓生	0
100135	Etc_hsu2	B100135	100135	M100135	S100135	1	徐子骐	徐子易之弟，喜游历，志于撰写徐氏游记。喜欢收集各地文物、土产。	1	0	十全少年	0
100136	Chouba	B100136	100136	M100136	S100136	0	仇霸	马贼团陕北十三雁的首领，曾经是江湖中小有名气的侠客，有一个美丽的妻子。然而妻子却被地方恶官觊觎美色，逼奸而亡。仇霸血刃了仇人，却也因此踏上被官府通缉的不归路。	1	27	独眼秃鹰	0
100137	Etc_oldmonk	B100137	100137	M100137	S100137	0	灵相	白马寺住持，精通佛法，传闻其武功亦足以冠绝一方。	1	0	江湖游侠	0
100138	Etc_monk	0	0	0	0	0	小沙弥	小和尚	1	0	江湖游侠	0
100139	W_master	B100139	100139	M100139	S100139	0	利空法王	青海第一高手，身具无上「龙象般若功」，力若千钧，可以一拳击毙一头猛象。与东厂有所勾结，协议只要寻得藏宝图，事成便会封为朝廷藩王。	1	28	吐蕃国师	0
100140	W_pupil	B100140	100140	M100140	S100140	0	西域番僧	大雪山大轮寺中的武僧，精擅密宗武学。	1	28	密宗门徒	0
100141	Etc_Shark1	B100141	100141	M100141	S100141	0	熊天霸	海鲨帮帮主，威武的绿林好汉，身高超过八尺，声若洪钟，暴眼环睛，冲动暴躁。然而极讲信义，是一条铁铮铮的汉子。与史义、陆少临是结拜兄弟。	1	24	虎鲨	0
100142	Etc_Shark2	B100142	100142	M100142	S100142	0	海鲨帮众	海鲨帮众	1	24	海鲨帮众	0
100143	Etc_eagle	B100143	100143	M100143	S100143	0	金翅鸟	居住在大漠的巨大怪鸟，与神鵰是好兄弟	1	62	沙漠之鹰	0
100144	Etc_jp01	B100144	100144	M100144	S100144	0	东瀛倭寇	东瀛倭寇	1	25	东瀛倭寇	0
100145	Etc_jp02	B100145	100145	M100145	S100145	0	东瀛浪人	号称东瀛第一高手，渡海而来，四处踢馆，是个武道狂人。	1	25	拔刀千人斩	0
100146	LY_white	B100146	100146	0	S100146	0	豆浆小白	原名白展基，昔年与史刚并列六扇门两大神捕，一手鹰爪功使得出神入化，人称大力神鹰。后不知为何，手筋惨遭龙王拧断，复原之后的白展基鹰爪功力剩不到三成，心灰意冷的白展基于是退出江湖，成为洛阳城家喻户晓的豆浆小白。	1	0	大力神鹰	0
100147	LY_whitemother	0	0	0	0	0	小白母亲	0	0	0	江湖游侠	0
100148	LY_Ren	0	0	0	0	0	阿仁	0	1	0	江湖游侠	0
100149	LY_hunter	0	0	0	0	0	李三	0	1	0	江湖游侠	0
100150	LY_meatseller	0	0	0	0	0	老王	0	1	0	江湖游侠	0
100151	LY_fisher	0	0	0	0	0	许渔夫	0	1	0	江湖游侠	0
100152	LY_fishergirl	0	100152	0	0	0	许媛	0	0	0	江湖游侠	0
100153	LY_joker	B100153	100153	M100153	S100153	0	北丑	0	1	0	江湖游侠	0
100154	LY_horseman	0	0	0	0	0	驿站老板	0	1	0	江湖游侠	0
100155	LY_herbboss	0	0	0	0	0	药铺老板	0	1	0	江湖游侠	0
100156	LY_antiques	0	0	0	0	0	古玩老板	0	1	0	江湖游侠	0
100157	LY_pawn	0	0	0	0	0	当铺老板	0	1	0	江湖游侠	0
100158	LY_ironman	0	0	0	0	0	铁匠老板	0	1	0	江湖游侠	0
100159	LY_seller	0	0	0	0	0	杂货老板	0	1	0	江湖游侠	0
100160	LY_drawseller	0	0	0	0	0	字帖老板	0	1	0	江湖游侠	0
100161	LY_waiter	B400014	400014	0	0	0	店小二	0	1	0	江湖游侠	0
100162	LY_boss	0	0	0	0	0	掌柜	0	1	0	江湖游侠	0
100163	LY_chief	0	0	0	0	0	厨师	0	1	0	江湖游侠	0
100164	LY_client	0	0	0	0	0	师爷	0	1	0	江湖游侠	0
100166	LY_vseller	0	0	0	0	0	卖菜大婶	0	1	0	江湖游侠	0
100167	LY_tea	0	0	0	0	0	茶博士	0	1	0	江湖游侠	0
100168	LY_noodle	0	0	0	0	0	面摊老板	0	1	0	江湖游侠	0
100169	LY_customer01	0	0	0	0	0	李四叔	0	1	0	江湖游侠	0
100170	LY_customer02	0	0	0	0	0	张三伯	0	1	0	江湖游侠	0
100173	LY_people01	0	0	0	0	0	老章	0	1	0	江湖游侠	0
100174	LY_people02	0	0	0	0	0	文宿	0	1	0	江湖游侠	0
100189	LY_baibai	0	0	0	0	0	拜拜妇人	0	0	0	江湖游侠	0
100191	LY_xian	0	0	0	0	0	李愁眉	荆棘跟秦红殇的妈	0	0	江湖游侠	0
100194	Y_doubtboss	0	0	0	0	0	赌场老板	0	1	0	江湖游侠	0
100195	LY_doubt01	0	0	0	0	0	王岱	0	1	0	江湖游侠	0
100196	LY_doubt02	0	0	0	0	0	妙手空空	0	1	0	江湖游侠	0
100197	LY_doubt03	0	0	0	0	0	未普	0	1	0	江湖游侠	0
100198	LY_doubt04	0	0	0	0	0	阿草	0	1	0	江湖游侠	0
100199	LY_doubt05	0	0	0	0	0	李小融	0	1	0	江湖游侠	0
100201	LY_scholar	0	100201	0	0	0	李微之	0	1	0	江湖游侠	0
100206	CD_foodseller	0	0	0	0	0	李大食	0	1	0	江湖游侠	0
100209	HZ_bitch02	0	0	0	0	0	芍药	0	0	0	江湖游侠	0
100211	HZ_bitch05	0	0	0	0	0	水仙	0	0	0	江湖游侠	0
100212	HZ_bitch04	0	0	0	0	0	蜡梅	0	0	0	江湖游侠	0
100225	LY_police	0	0	0	0	0	官差	0	0	0	六扇门人	0
100231	LY_xian	0	0	0	0	0	刁玉娘	0	0	0	江湖游侠	0
100233	LY_chief	0	0	0	0	0	王小余	0	1	0	江湖游侠	0
100293	LY_seller	0	0	0	0	0	数酒人阿树	0	1	0	江湖游侠	0
100244	WS_ pupil1	B100246	100246	M100246	S100246	0	曹寅山	华山派的弟子	1	23	有凤来仪	0
100245	WS_master	B100245	100245	M100245	S100245	0	曹岱	华山派现任掌门，爱女如命，平素为人慈和。但极重正邪之别。视魔教为武林之疸，亟欲除之后快。	1	23	岱宗如何	0
100246	WS_ pupil1	B100246	100246	M100246	S100246	0	华山门人	华山派弟子，最崇拜的人是华山浪子令狐冲	1	23	有凤来仪	0
100297	KF_ruxiulin	B120297	120297	M120297	S120297	1	陆少临	金风镖局少镖头。由于父亲长年在外，十五岁即开始处理镖局事务。勤练家传崩云刀法。为人随意不羁，讨厌责任。好行侠仗义、结交朋友，因此与绿林好汉多有交情。	1	26	风流镖头	0
100298	SL_wdien	B100298	100298	M100298	S100298	0	无颠	少林寺方丈的师弟。约二十年前离开少林寺四处云游。行事似乎疯疯癫癫，酒肉不戒，其实一切言行皆有深意。	1	4	颠三倒四	0
100299	CC_yen	B100299	100299	M100299	S100299	1	燕宇	青城派首席弟子，视剑如命，其剑法已得青城派真传。冷面寡言，极少表露内心想法。能识人，轻生重道的剑客。	1	22	一字电剑	0
100312	KungOnly	B100312	100312	M100312	S100312	0	公孙坚	来自绝情谷，武功十分高强，为人阴狠自负，喜好女色。七年前为博夜叉芳心独闯天龙教，却败于龙王手中。此后便死心踏地为龙王办事。	1	1	绝情谷主	0
100314	Huang_Camel	B100314	100314	M100314	S100314	0	黄骆	0	1	0	江湖游侠	0
100315	Huang_Escort	B100111	100111	M100111	S100111	0	安府护卫	欺善怕恶的小人	1	0	江湖游侠	0
100401	horse	0	0	0	0	0	骏马	0	1	0	江湖游侠	0
100403	HZ_bitch03	0	0	0	0	0	江府侍女	0	0	0	江湖游侠	0
100412	Five	B100412	100412	M100412	S100412	0	舞秋风	0	1	0	江湖游侠	0
100415	TL_tlpupil	B100415	100415	M100415	S100415	0	天王旧部	天龙教天王的旧部，这些年来韬光养晦，一面寻找天王的行踪。	1	1	苍天兵	0
100418	Etc_princess	B100418	100418	M100418	S100418	0	薇霓公主	0	0	0	江湖游侠	0
100419	Wyg_Flower2	B100419	100419	M100419	S100419	1	花痴	忘忧七贤之一，园艺天下无双，一年一度洛阳花会的评审。除了无瑕子外，还与奇女子任清璇是忘年之交。个性内向害羞，不善言谈，但一提到园艺就能侃侃而谈。	0	29	忘忧七贤	0
100422	killer_boss	B100422	100422	M100422	S100422	0	天意城主	杀手组织天意城的首领，其真实身分、来历皆不明，就连许多资深杀手都未曾亲眼见过本人，甚至还有天意城主根本不只一人的传说。	1	10	天意城主	0
110001	LY_horseman	0	0	0	0	0	驿站车夫	0	1	0	江湖游侠	0
110015	HZ_fish	0	0	0	0	0	野鸡店老板	0	1	0	江湖游侠	0
199999	xiaoyao_purple	B200000	200000	M200000	S200000	1	少女	银枪卫豹的千金，精灵古怪，聪黠多变。个性有些刁蛮任性且得理不饶人，对于看不过眼的事绝不宽放。然而内心十分温柔善良，偶尔也会展现柔情似水的一面。	0	0	紫霓裳	0
200000	xiaoyao_purple	B200000	200000	M200000	S200000	1	卫紫绫	银枪卫豹的千金，精灵古怪，聪黠多变。个性有些刁蛮任性且得理不饶人，对于看不过眼的事绝不宽放。然而内心十分温柔善良，偶尔也会展现柔情似水的一面。	0	36	紫霓裳	0
200001	xiaoyao_purple2	B200001	200001	M200001	S200001	1	韦子陵	年轻俊帅的少年公子，穿着雍容华贵，面貌比女人还好看，因此被称为玉面潘安。虽然看起来只是个出手阔绰的公子哥，为人却具足正义感，而且对于女性似乎十分怜惜。	0	0	玉面潘安	0
200002	killer_Pixie	B200002	200002	M200002	S200002	0	辟邪老人	天意城城主，也是法外三旬事件幕后真正主使，为了称雄武林而无所不用其极。即便拖着残缺的身躯，百年来心里的火焰都未曾熄灭。	1	35	天意难违	0
200003	killer_fomu	B200003	200003	M200003	S200003	0	佛母	原本是孔雀王朝圣女身边的侍母，孔雀王朝被黑冢罗王所灭后，佛母亦得到了解放。从此转入黑暗之中，做一些不为人知的勾当。	0	63	辟邪忠仆	0
200004	killer_disabled	B200004	200004	M200004	S200004	0	心残	天生没有感情，只有在杀人见血时能得到心灵上的快慰，手上的刀已沾染无数鲜血。	1	33	天残刀	0
200005	Killer_corpse	B200005	200005	M200005	S200005	0	傀尸	精通炼尸与傀儡术的茅山术士。四处搜集强者的尸体，以秘药将其做成不腐不朽的傀儡，并操控其杀人。	1	63	半人半尸	0
200006	killer_corpse2	B200006	200006	M200006	S200006	0	金尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在	0
200007	killer_corpse3	B200007	200007	M200007	S200007	0	银尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在	0
200008	killer_corpse4	B200008	200008	M200008	S200008	0	铁尸	炼尸一定要挑四阴之地，破败之局。用阴气最重的香杉木棺安置尸身，尽量远离地面，以乌鸦血代替鸡血，配合心口八卦，吸大阴之气。	1	63	我尸故我在	0
200009	killer_oyang	B200009	200009	M200009	S200009	0	欧阳笑	绰号寒齿蝙蝠。依靠人血修炼其武功，体内蕴藏阴寒内力，无论被其双爪抓过或是牙齿咬过，均会寒气入体，而致内息失调。	1	63	寒齿蝙蝠	0
200010	killer_bats	B200010	200010	M200010	S200010	0	寒蝠	欧阳笑所豢养的蝙蝠，以人肉为食，尖齿中会分泌使人冻体生寒的毒液。	1	62	无	0
200011	killer_jiuyin	B200011	200011	M200011	S200011	0	九阴	原峨嵋弟子，偷窃峨嵋周师祖的九阴真经残篇后叛逃出门，练得一身阴毒的武功，实力不在当年的周芷若与梅超风之下。	0	63	咒诅佛	0
200012	killer_ghost	B200012	200012	M200012	S200012	0	九阴幽仆	九阴的手下，虽只蒙九阴传授一招半式，却已有江湖好手的实力。	0	63	无	0
200013	killer_king	B200013	200013	M200013	S200013	0	赛王爷	东北金人的王爷，本名完颜赛尔康，是当年金小学王爷完颜康与宫女私通所生的后人。金国覆灭后，拥有王族血统的赛王爷力拼再起，企图重振金国的荣景。	1	37	塞北之虎	0
200014	killer_soldier1	B200014	200014	M200014	S200014	0	完颜柯尔克	赛王爷之子，个性高傲跋扈，贪花好色，为人十分阴狠卑鄙。然而，手上的功夫却是不容小觑，其刀法造诣并不逊于绝刀门主夏侯城。	1	37	雪山之狐	0
200015	killer_soldier2	B200015	200015	M200015	S200015	0	赛王府亲兵	赛王府的亲兵，来到王府只为了混口饭吃，大爷请给条活路。	1	37	无	0
200016	Menpai_water	B200016	200016	M200016	S200016	1	水盼盼	峨嵋派弟子，是个英气蓬勃的女侠。个性干练果断，恩怨分明，素来有巾帼不让须眉的美誉，亦是上届少年英雄会探花，排名仅在谷月轩与萧复之下。	0	32	冰心女侠	0
200017	Menpai_dragon	B200017	200017	M200017	S200017	1	龙墨	点苍派少门主，是个风流倜傥、个性直爽的豪杰。点苍派向来以剑立道，但龙墨却对刀情有独钟，另辟蹊径将点苍剑法融入快刀施展，因此而遭到点苍耆老们的反对，一气之下，远走出门。	1	39	点苍刀	0
200018	Menpai_pupil	B200021	200021	M200021	S200021	0	洛因	0	1	0	点苍弟子	0
200019	Menpai_pupil	0	0	0	0	0	顾海	0	1	0	点苍弟子	0
200020	Menpai_xiaofu	B200020	200020	M200020	S200020	1	萧复	上届少年英雄会的榜眼，弦剑山庄大公子。沉默寡言，稳重内敛，对音律有相当深厚的浸淫。	1	30	七绝剑侠	0
200021	Menpai_pupil2	0	0	0	0	0	弦剑弟子	0	1	0	弦剑弟子	0
200022	Etc_Taya	B200022	200022	M200022	S200022	1	塔娅	花族少女，天资聪颖，可举一反三，对于数术极有兴趣，因此被星像塔中的长老收为徒弟，专门学习数学与天文方面知识，被称为部族中的智者「沙吉丝」。	0	55	沙吉丝	0
200023	Ghost_Boss	B200023	200023	M200023	S200023	0	阎罗	酆都帮主，本名阎丹生，统领着上千「鬼众」，自海外阿鼻岛崛起的一代怪杰，素有大志，为人粗中有细，豪气干云。早年联合东海龙宫和神枪会逐步壮大，称霸东南沿海，败官兵，退倭寇，在东南沿海有着极高声望，如今已然成为绿林第一大帮派。	1	40	十殿阎王	0
200024	Ghost_woman	B200024	200024	M200024	S200024	0	孟婆	酆都的斥候，出身不详，隐身于台面之下，负责刺探与情报搜集。擅使迷魂术，配合其美色时常可以套出一些极其隐密的情报。	0	40	忘魂汤	0
200025	Ghost_horse	B200025	200025	M200025	S200025	0	罗煞	酆都罗煞分舵舵主，原神枪会帮主，性格冲动好战，臂力雄劲，可以挥动一把比人还高还重的大枪，早年本为朝廷大将，却因故辞官，落草为寇。	1	40	马面	0
200026	Ghost_cow	B200026	200026	M200026	S200026	0	阿傍	苗族铁叉部的首领，在酆都的征招下加盟，并建立铁叉分舵。一心只想将部族的威名传扬于世。	1	51	牛头	0
200027	Ghost_dragon	B200027	200027	M200027	S200027	1	敖广	酆都东海分舵舵主，原东海龙宫帮主。早年曾率众与倭寇相抗，挟制东南沿海贸易商路，为人虽然利字当头，但却出乎意料是个十分重义气的好汉。	1	40	海龙王	0
200028	Ghost_pupil	B200028	200028	M200028	S200028	0	酆都鬼众	令江湖中人闻风丧胆的酆都「鬼众」。当然，他们都是活生生的人，但他们很乐意把反抗者变成真正的鬼。	1	40	酆都鬼众	0
200029	BG_sheng03	B200029	200029	M200029	S200029	0	商仲智	八卦门掌门长子，修炼本门八卦掌法，已有其父商鹤鸣七成火候。性情内敛，情绪极少外露，是个生人很难接近的人物。	1	16	八卦掌	0
200030	Hunter_boss	B200030	200030	M200030	S200030	0	万青山	兽王庄庄主，外表凶悍却心细如发，武功高强又头脑清醒。一群猎户组成的兽王庄，却被万青山经营得有声有色，足见其过人之能。	1	6	兽王庄主	0
200031	Hunter_pupil	B200031	200031	0	S200031	0	兽王庄门人	兽王庄门徒，从小就得学习如何与野兽亲近，自己也长得很像野兽。	1	6	兽王庄门人	0
200032	etc_jpBoss	B200032	200032	M200032	S200032	0	黑冢罗王	东瀛海上霸主，统领成千上万的倭寇，对沿海造成极大的威胁。亦是东瀛忍者集团首领，施得诡秘的忍术而使人防不胜防，精通无声杀人法。	1	34	东瀛霸主	0
200033	etc_jpgirl01	B999013	999013	M999013	S999013	0	东瀛女子	0	0	0	无	0
200034	etc_jpgirl02	B999013	999013	M999013	S999013	0	东瀛女子	0	0	0	无	0
200035	etc_mupin	B200035	200035	M200035	S200035	0	沐萍	0	0	0	孔雀圣女	0
200036	etc_tiger	B200037	200037	M200037	S200037	0	老虎	景阳岗上的巨虎，你不会想要与牠为敌的。	1	62	无	0
200037	etc_tiger	B200037	200037	M200037	S200037	0	老虎	景阳岗上的巨虎，你不会想要与牠为敌的。	1	62	无	0
200038	SL_Budom	B200038	200038	M200038	S200038	1	不动	因儿时曾遭逢巨变，导致心智发展封闭而迟缓，直到十岁才会言语。却也因此得以专心于武道的修练，年纪虽小，实力在少林寺内已出类拔萃。	1	4	不语罗汉	0
200039	YYG_fat	B200039	200039	M200039	S200039	1	岳胖子	隐元阁少阁主，是个玩世不恭的游侠。对于风水与盗墓知识有着深厚的浸淫，总是有办法寻到许多不为人知的秘境。	1	38	隐元少阁主	0
200040	YYG_thin	B200040	200040	M200040	S200040	1	岳晓遥	长相俊俏，潇洒不羁的浪子。没有人知道他从何而来，亦无人知晓他将往何处而去。隐元少阁主的身分不过是个掩饰，其真实身分隐藏在岳晓遥这个假名当中。	1	2	逍遥神龙	0
200041	YYG_master	B200041	200041	M200041	S200041	0	岳在渊	隐元阁阁主。传说中隐元阁是个极为神秘的存在，他们网罗古往今来许多失传的神功与宝物，只有带来相应价值的宝贝，才有与他们交易的资格。	1	38	隐元阁主	0
200042	YYG_pupil	B200042	200042	M200042	S200042	0	隐元阁门士	隐元阁弟子，常出没于市井之中，交易着普世难寻的珍贵秘籍。	1	38	隐元弟子	0
200043	Guanfu_Feng	B200043	200043	M200043	S200043	0	封青霄	少林俗家弟子，锦衣卫中人，是个百年难得一见的练武奇才。	1	11	青天灼日	0
200044	Etc_chuhuai	B200044	200044	M200044	S200044	1	楚绘	与江南第一名妓香儿并称的奇女子，真实身分是侠盗夜飘香，似乎拥有十分传奇的身世。	0	0	夜飘香	0
200045	Etc_Skytaoist	B200045	200045	M200045	S200045	0	天机老道	年过百岁，修为精湛的奇人。一身失传的全真教武学，在江湖中罕逢敌手，其师父是百年前名动江湖的丐帮帮主耶律大侠。	1	0	先天子	0
200046	West_hetou	B200046	200046	M200046	S200046	0	贺陀	吐蕃大轮寺护寺明王，与利空法王并称吐蕃两大活佛，佛法修为精湛，一手火焰刀出神入化，但内心却十分功利，未达目的不择手段。	1	28	大轮明王	0
200047	LY_boss	B200047	200047	0	S200047	0	安道煌	鱼肉乡里，仗势欺人的恶员外，由于曾遭去势，因此大众私底下都以「蝗阉」称呼之。	1	0	杭州富商	0
200048	LY_people10	0	0	0	0	0	卢楠	杜康村人，黄骆事件。	1	0	江湖游侠	0
200049	LY_people10	0	0	0	0	0	安儿	杜康村人，黄骆事件。	1	0	江湖游侠	0
200050	killer_soldier2	B200015	200015	M200015	S200015	0	亲兵队长	赛王府的亲兵队长，具有特殊技能	1	37	无	0
200051	killer_soldier2	B200015	200015	M200015	S200015	0	总兵长	赛王爷的贴身侍卫，誓死保护王爷	1	37	无	0
210001	Xyg_NEW_Xuan	B210001	210001	M210001	S210001	1	谷月轩	逍遥谷第四代大弟子，内力修为精纯，无瑕子多传其拳掌功夫。为人端方斯文，一身正气。平日行走江湖，维护正义，故人称逍遥拳不平，是最新一届少年英雄会武状元。	1	2	逍遥拳不平	0
210002	Xyg_NEW_Gingi	B210002	210002	M210002	S210002	1	荆棘	逍遥谷第四代二弟子，身世不详。热衷兵器，无瑕子多传其刀剑功夫，配合其惯用武器更显威力。常与师兄一起行侠仗义，但名气不如大师兄。个性倨傲，说话刻薄辛辣，其实心地不坏，是嘴硬心热的人物。	1	2	刀剑双绝	0
210003	Wyg_ysheng	B210003	210003	M210003	S210003	1	沈湘芸	娴雅端秀，为忘忧谷神医之女。通灵体质，平素温和善良，有些小任性。但对厌恶的人事物毫不假以辞色。喜欢研究新的丹药，有收集伞的嗜好。	0	29	小医仙	0
210004	WD_yGushi	B210004	210004	M210004	S210004	1	古实	武当派古叶之子，为人正直憨厚。武功虽平平，不过生性不服输，苦干实练，有朝一日终可有所成，非常喜爱品茶。	1	3	以柔克刚	0
210005	Pili_yred	B210005	210005	M210005	S210005	1	秦红殇	霹雳堂护法，一心想重振霹雳堂威名。看似高傲强悍，实则内心也有柔情似水的一面。	0	7	霹雳火	0
210006	killer_ysnow	B210006	210006	M210006	S210006	1	风吹雪	天意城杀手，代号为「花」。为四大杀手之一「侍」的徒弟。容貌秀美，气质孤傲。平日作男性打扮行动，喜爱读书，但是似乎记忆力不太好。	0	25	天意之花	0
210007	Etc_yfu	B210007	210007	M210007	S210007	1	傅剑寒	无门无派的游侠。生性潇洒，交游广阔。好饮酒，酒量无底。擅使剑，剑法多变。	1	0	江湖游侠	0
210008	Weapon_ynan	B210008	210008	M210008	S210008	1	任剑南	铸剑山庄少庄主，任家世代以铸剑为志，不少神兵皆是出自铸剑山庄。好玩乐，喜古画。沉迷音律，荒于铸剑，武功平常。手中的白晶剑削铁如泥，兵家必争。	1	18	白晶剑客	0
210009	Gb_yXiaoyao	B210009	210009	M210009	S210009	1	萧遥	自幼便遭继父赶出家门，拜入丐帮大忠堂。悟性颇高，爱书成痴，尤对古代的历史及小说颇有涉猎。也喜品尝美食，拥有一身死缠滥打的功夫。	1	19	见人伸手	0
210048	DL_Ama	B210048	210048	M210048	S210048	1	小阿曼	毒龙教中年纪最轻的女弟子，天真烂漫，不通世务，但炼蛊技巧却十分出众。	0	8	赤陀罗	0
210049	Etc_money	B210049	210049	M210049	S210049	0	钱轩	当朝钱尚书独子，因此自幼受到父亲溺爱，不学无术，兼之品性低劣。仗着父亲乃重臣，在乡里间干尽欺男霸女的恶事，十足的纨裤子弟。	1	0	有钱人	0
210050	LY_people06	B400014	400014	M400014	S400014	0	李大郎	0	1	0	平民百姓	0
210051	Rogue01	0	0	0	0	0	钱府打手	0	1	0	有钱人的狗	0
210052	Rogue02	0	0	0	0	0	钱府下人	0	1	0	有钱人的狗	0
210053	killer_snow2	B200001	200001	M200001	S200001	0	少年	0	1	0	0	0
210054	HZ_piaoke02	B210054	210054	M210054	S210054	0	姜望	前科榜眼，性情耿直，因昔日金殿外的一番狂言而与仕途绝缘。郁郁寡欢的姜望因缘际会下与楚绘结识，此后便随着潇湘画舫遨游天下。虽与楚绘交好，可两人却似并非单纯男女情愫。十分欣赏侠盗夜飘香，将夜飘香行侠仗义之事改编成话本，并以此说书维生。	1	0	0	0
210055	Guanfu_you	B210055	210055	M210055	S210055	1	游进	戴着罗剎面具，以恶鬼形象威吓贼寇的锦衣卫指挥使。位阶三品，实力精强，不下于任何一个名门正派的掌门。	1	11	铁面罗剎	0
210056	ETC_salamande	B910001	910001	0	S910001	0	大蛇丸	居住在怪医居的神秘少女所豢养的毒蛇，尖牙上闪烁着见血封喉的碧绿毒芒，让人望而生畏。	1	44	五步蛇	0
210057	ETC_salamande02	B910001	910001	0	S910001	0	万蛇	居住在怪医居的神秘少女所豢养的毒蛇，尖牙上闪烁着见血封喉的碧绿毒芒，让人望而生畏。	1	44	五步蛇	0
210058	Monkey	0	360032	0	0	0	猴宝	0	1	0	0	0
210059	Etc_Taya	0	0	0	0	0	船工	0	1	0	0	0
210060	Etc_Taya	0	0	0	0	0	黄子轩	0	1	0	0	0
210061	Etc_Taya	0	0	0	0	0	老船夫	0	1	0	0	0
210062	Etc_Taya	0	0	0	0	0	渔妇	0	0	0	0	0
210063	Etc_Taya	0	0	0	0	0	渔民	0	1	0	0	0
210064	Etc_Taya	0	0	0	0	0	谢贺丞	0	1	0	0	0
210065	Etc_Taya	0	0	0	0	0	黄元泓	0	1	0	0	0
210066	Etc_Taya	0	0	0	0	0	幼童	0	1	0	0	0
210067	Rogue02	B360086	360086	0	S360086	0	张烨	沿海船帮的水手，曾在少林学艺，后来因为偷吃狗肉而被逐出师门。	1	48	船帮帮众	0
210068	Rogue01	B360085	360085	0	S360085	0	李顺	沿海船帮的水手，原本在广州开拳馆，因错手打死员外之子，而隐居沿海渔村避祸，久而久之融入了当地。	1	48	船帮帮众	0
210069	Etc_Taya	0	0	0	0	0	武老头	0	1	0	0	0
210070	Etc_Taya	0	0	0	0	0	南拳门人	0	1	0	0	0
210071	Etc_Taya	0	0	0	0	0	北拳门人	0	1	0	0	0
210072	LY_doubt03	B210072	210072	0	S210072	0	劈卦拳门人	山西劈卦拳的门人。	1	0	劈卦门人	0
210073	Etc_Taya	0	0	0	0	0	彪形大汉	0	1	0	0	0
210074	Etc_Taya	0	400014	0	0	0	王宝宝	0	1	0	0	0
210075	Gb_pupil01	B100102	100102	0	S100102	0	江湖中人	为了高额赏金而参与围捕行动的江湖猎头人。	1	19	职业猎头人	0
210076	BC_pupil	B100097	100097	0	S100097	0	江湖中人	为了高额赏金而参与围捕行动的江湖猎头人。	1	17	职业猎头人	0
210077	BG_pupil	B100090	100090	0	S100090	0	江湖中人	为了高额赏金而参与围捕行动的江湖猎头人。	1	16	职业猎头人	0
210078	TM_pupil	B100083	100083	0	S100083	0	江湖中人	为了高额赏金而参与围捕行动的江湖猎头人。	1	14	职业猎头人	0
210079	Guanfu_Killer	B500006	500006	0	S500006	0	崔国伦	陕北追形剑的高手。接任锦衣卫的第一个任务，就是杀死对己有养育之恩的师父「登云腿」朱锋，江湖中人对其狠劲敬而远之，暗地里封他土狼的称号。	1	11	土狼	0
210080	DK_man05	0	0	0	0	0	谢阿辰	路人	1	0	0	0
210081	Etc_Taya	0	0	0	0	0	炒茶的黄哥	0	1	0	0	0
210082	Etc_Taya	0	0	0	0	0	采茶人	0	1	0	0	0
210083	Etc_Taya	0	100086	0	0	0	老酱	0	1	0	0	0
210084	Etc_Taya	0	0	0	0	0	陈天宝	0	1	0	0	0
210085	Etc_Taya	0	0	0	0	0	赵妈	0	0	0	0	0
210086	Etc_Taya	0	0	0	0	0	李晔忠	0	1	0	0	0
210087	Etc_Taya	0	0	0	0	0	蔡吉	0	1	0	0	0
210088	Etc_Taya	0	0	0	0	0	彭三狗	0	1	0	0	0
210089	LY_people12	0	0	0	0	0	谢阿辰的女人	方云华事件，杭州市集	1	0	0	0
210090	HZ_child03	0	0	0	0	0	谢阿辰的儿子	方云华事件，杭州市集	1	0	0	0
210091	LY_people02	0	0	0	0	0	姜豆	方云华事件，杭州市集	1	0	0	0
210092	HZ_people10	0	0	0	0	0	萧大娘	方云华事件，杭州市集	0	0	0	0
210093	LY_people08	0	0	0	0	0	贺婶	方云华事件，杭州市集	1	0	0	0
210094	HZ_piaoke01	0	0	0	0	0	袁大爷	方云华事件，杭州妓院外	1	0	0	0
210095	HZ_piaoke02	0	0	0	0	0	陈大由	方云华事件，杭州妓院内	1	0	0	0
